"","Reading","Cinema","Show","Exhibition","Computer","Sport","Walking","Travelling","Collecting","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age","Marital status","Profession"
"5243","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","F","(35,45]","Divorcee","Manual labourer"
"5244","Yes","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","F","(45,55]","Widower","Employee"
"5245","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","M","(25,35]","Single","Technician"
"5246","No","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(65,75]","Married","Other"
"5247","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","M","(45,55]","Married","Technician"
"5248","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","F","(55,65]","Married","Unskilled worker"
"5249","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","M","[15,25]","Single","Unskilled worker"
"5250","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","F","(35,45]","Married","Unskilled worker"
"5251","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","F","(75,85]","Single","Unskilled worker"
"5252","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"5253","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","F","(55,65]","Married","Employee"
"5254","Yes","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Unskilled worker"
"5255","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","F","(65,75]","Married","Employee"
"5256","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","(45,55]","Married","Unskilled worker"
"5257","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","F","(25,35]","Single","Employee"
"5258","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","F","(45,55]","Married","Unskilled worker"
"5259","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","F","(25,35]","Single","Unskilled worker"
"5260","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","M","(25,35]","Single","Manual labourer"
"5261","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"5262","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Foreman"
"5263","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"5264","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","F","(25,35]","Single","Manual labourer"
"5265","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","F","(25,35]","Single","Technician"
"5266","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","F","(35,45]","Divorcee","Employee"
"5267","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","[15,25]","Single","Unskilled worker"
"5268","Yes","No","No","No","Yes","No","Yes","No","No","No","No","Yes","No","Yes","No","F","(25,35]","Married","Employee"
"5269","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","F","(35,45]","Married","Employee"
"5270","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","F","(45,55]","Remarried","Manual labourer"
"5271","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(35,45]","Divorcee","Unskilled worker"
"5272","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","F","(35,45]","Married","Foreman"
"5273","No","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","F","(65,75]","Married","Manual labourer"
"5274","No","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","M","(65,75]","Married","Employee"
"5275","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","F","(25,35]","Single","Employee"
"5276","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","F","(45,55]","Remarried","Foreman"
"5277","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(55,65]","Divorcee","Employee"
"5278","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","M","(65,75]","Married","Management"
"5279","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(75,85]","Married","Employee"
"5280","Yes","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","F","(55,65]","Married","Management"
"5281","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","F","(35,45]","Married","Employee"
"5282","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","F","(45,55]","Married","Other"
"5283","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","F","(35,45]","Remarried","Unskilled worker"
"5284","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","F","(45,55]","Married","Employee"
"5285","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","F","(35,45]","Married","Foreman"
"5286","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","M","(35,45]","Married","Manual labourer"
"5287","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","F","(55,65]","Married","Employee"
"5288","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","F","(25,35]","Married","Employee"
"5289","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","M","(25,35]","Married","Manual labourer"
"5290","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","M","(45,55]","Divorcee","Manual labourer"
"5291","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","M","(45,55]","Married","Manual labourer"
"5292","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","M","(45,55]","Remarried","Manual labourer"
"5293","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","M","(25,35]","Married","Foreman"
"5294","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(45,55]","Married","Employee"
"5295","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(45,55]","Married","Employee"
"5296","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","F","(75,85]","Single","Manual labourer"
"5297","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","M","[15,25]","Single","Unskilled worker"
"5298","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","F","(45,55]","Married","Employee"
"5299","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","F","(55,65]","Married","Employee"
"5300","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","M","(75,85]","Widower","Foreman"
"5301","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","F","(45,55]","Divorcee","Employee"
"5302","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","M","(35,45]","Married","Management"
"5303","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","M","(35,45]","Married","Employee"
"5304","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","F","(35,45]","Single","Employee"
"5305","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","F","(45,55]","Divorcee","Manual labourer"
"5306","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","F","(35,45]","Married","Unskilled worker"
"5307","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","M","(25,35]","Married","Unskilled worker"
"5308","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","F","(65,75]","Remarried","Unskilled worker"
"5309","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","F","(25,35]","Married","Employee"
"5310","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","M","(35,45]","Single","Unskilled worker"
"5311","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(65,75]","Married","Unskilled worker"
"5312","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","M","(25,35]","Single","Foreman"
"5313","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","M","(35,45]","Married","Unskilled worker"
"5314","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","M","(25,35]","Married","Unskilled worker"
"5315","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","M","[15,25]","Single","Unskilled worker"
"5316","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","M","[15,25]","Single","Unskilled worker"
"5317","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","F","(55,65]","Married","Manual labourer"
"5318","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","F","(25,35]","Married","Employee"
"5319","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"5320","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","F","(35,45]","Married","Foreman"
"5321","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","F","(25,35]","Married","Unskilled worker"
"5322","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","F","(25,35]","Single","Employee"
"5323","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","M","(45,55]","Remarried","Foreman"
"5324","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","F","(45,55]","Married","Foreman"
"5325","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","F","(35,45]","Widower","Foreman"
"5326","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","F","(55,65]","Remarried","Employee"
"5327","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(75,85]","Widower","Employee"
"5328","Yes","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Other"
"5329","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Employee"
"5330","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","F","(25,35]","Married","Management"
"5331","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(55,65]","Divorcee","Management"
"5332","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","M","(75,85]","Married","Manual labourer"
"5333","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","M","(25,35]","Single","Management"
"5334","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","M","(35,45]","Married","Foreman"
"5335","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","M","(25,35]","Married","Manual labourer"
"5336","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(35,45]","Married","Employee"
"5337","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"5338","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","F","(65,75]","Married","Manual labourer"
"5339","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","F","(65,75]","Widower","Manual labourer"
"5340","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","M","(65,75]","Married","Employee"
"5341","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","M","(25,35]","Single","Manual labourer"
"5342","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","F","(45,55]","Single","Employee"
"5343","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","M","(65,75]","Married","Management"
"5344","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","M","(25,35]","Married","Employee"
"5345","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","F","(55,65]","Married","Employee"
"5346","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","M","(65,75]","Widower","Manual labourer"
"5347","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","M","[15,25]","Single","Manual labourer"
"5348","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","F","(35,45]","Divorcee","Employee"
"5349","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","M","(45,55]","Married","Manual labourer"
"5350","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","M","(25,35]","Married","Management"
"5351","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","F","(65,75]","Widower","Employee"
"5352","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","F","(45,55]","Divorcee","Employee"
"5353","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","M","[15,25]","Single","Manual labourer"
"5354","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","M","(35,45]","Single","Manual labourer"
"5355","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","F","(65,75]","Married","Manual labourer"
"5356","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","F","(45,55]","Married","Employee"
"5357","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","F","(35,45]","Divorcee","Employee"
"5358","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","M","(25,35]","Married","Management"
"5359","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","M","(35,45]","Single","Manual labourer"
"5360","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","F","(45,55]","Single","Management"
"5361","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","M","(55,65]","Divorcee","Management"
"5362","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","M","(45,55]","Married","Management"
"5363","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","M","(35,45]","Married","Technician"
"5364","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","F","(55,65]","Married","Employee"
"5365","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","F","(55,65]","Widower","Employee"
"5366","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","M","(65,75]","Married","Management"
"5367","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","M","(45,55]","Divorcee","Technician"
"5368","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","M","(55,65]","Married","Technician"
"5369","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","F","(55,65]","Married","Employee"
"5370","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","M","(65,75]","Single","Management"
"5371","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","F","(65,75]","Widower","Employee"
"5372","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","F","(55,65]","Married","Management"
"5373","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","F","(35,45]","Married","Management"
"5374","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(35,45]","Single","Technician"
"5375","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","F","(45,55]","Remarried","Employee"
"5376","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","M","(45,55]","Married","Foreman"
"5377","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","F","(25,35]","Single","Employee"
"5378","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","F","(35,45]","Single","Technician"
